invoice_id,customer_id,invoice_date,invoice_amount,due_date,invoice_status
INV118915,C08650,2024-10-08,10268,2024-11-22,Open
INV118916,C07492,2024-10-13,9297,2024-11-12,Paid
INV118917,C04787,2024-07-07,5645,2024-09-05,Paid
INV118918,C08733,2024-01-01,14467,2024-03-01,Open
INV118919,C01821,2024-06-18,19849,2024-08-17,Overdue
INV118920,C02387,2024-06-25,6265,2024-08-24,Paid
INV118921,C03443,2024-08-06,9240,2024-10-05,Overdue
INV118922,C08121,2024-05-26,3512,2024-07-25,Open
INV118923,C07266,2024-07-26,20958,2024-08-25,Open
INV118924,C09275,2024-09-12,4801,2024-10-12,Open
INV118925,C00376,2024-11-08,11201,2025-01-07,Overdue
INV118926,C05156,2024-12-23,6811,2025-01-22,Paid
INV118927,C09729,2024-05-15,875,2024-06-14,Overdue
INV118928,C07002,2024-07-08,22206,2024-08-22,Overdue
INV118929,C08579,2024-12-01,9597,2025-01-15,Paid
INV118930,C09004,2024-01-09,16038,2024-02-23,Paid
INV118931,C00183,2024-09-19,11560,2024-11-18,Paid
INV118932,C09663,2024-06-16,16519,2024-07-31,Overdue
INV118933,C07762,2024-07-07,8560,2024-08-06,Paid
INV118934,C09976,2024-01-23,18066,2024-03-08,Paid
INV118935,C03300,2024-10-23,7148,2024-12-22,Open
INV118936,C02877,2024-11-23,9347,2025-01-22,Paid
INV118937,C07217,2024-05-30,5976,2024-06-29,Open
INV118938,C02860,2024-08-27,4894,2024-09-26,Paid
INV118939,C05044,2024-01-11,8814,2024-02-25,Overdue
INV118940,C01823,2024-01-01,3838,2024-02-15,Paid
INV118941,C02993,2024-06-25,12707,2024-08-09,Paid
INV118942,C04398,2024-10-26,2154,2024-12-25,Overdue
INV118943,C06760,2024-11-20,18331,2025-01-04,Paid
INV118944,C01089,2024-05-21,8582,2024-07-05,Open
INV118945,C01493,2024-01-07,3757,2024-02-06,Overdue
INV118946,C05597,2024-05-02,22984,2024-07-01,Open
INV118947,C01354,2024-01-24,19100,2024-03-24,Paid
INV118948,C02057,2024-08-18,24812,2024-09-17,Overdue
INV118949,C01428,2024-08-26,21319,2024-10-25,Paid
INV118950,C00643,2024-06-03,16278,2024-07-03,Open
INV118951,C04924,2024-01-07,6488,2024-02-06,Paid
INV118952,C04961,2024-08-13,8914,2024-09-12,Paid
INV118953,C07474,2024-04-13,11253,2024-05-28,Paid
INV118954,C08840,2024-12-16,4037,2025-01-30,Paid
INV118955,C00914,2024-04-12,8681,2024-06-11,Overdue
INV118956,C03870,2024-12-08,13512,2025-01-07,Paid
INV118957,C06241,2024-04-12,1536,2024-05-27,Paid
INV118958,C02326,2024-05-27,13847,2024-07-26,Paid
INV118959,C09098,2024-07-04,12356,2024-09-02,Open
INV118960,C00993,2024-06-24,9407,2024-07-24,Paid
INV118961,C04592,2024-12-18,713,2025-01-17,Paid
INV118962,C03559,2024-10-22,514,2024-12-21,Paid
INV118963,C09425,2024-01-05,12922,2024-03-05,Overdue
INV118964,C06153,2024-01-10,14454,2024-03-10,Overdue
INV118965,C01327,2024-08-09,5022,2024-09-23,Paid
INV118966,C07827,2024-03-13,12301,2024-04-27,Paid
INV118967,C04013,2024-06-22,11279,2024-08-21,Paid
INV118968,C05595,2024-02-01,3432,2024-04-01,Paid
INV118969,C02721,2024-03-25,10784,2024-05-24,Open
INV118970,C01791,2024-10-08,2331,2024-11-22,Paid
INV118971,C00410,2024-02-24,15356,2024-03-25,Overdue
INV118972,C01655,2024-05-15,13882,2024-06-14,Open
INV118973,C07279,2024-04-25,19227,2024-06-24,Paid
INV118974,C05538,2024-02-25,16769,2024-04-10,Paid
INV118975,C05823,2024-08-30,11517,2024-10-14,Paid
INV118976,C06044,2024-08-25,11734,2024-10-24,Paid
INV118977,C05846,2024-10-25,20208,2024-12-24,Paid
INV118978,C05198,2024-11-26,9507,2025-01-25,Paid
INV118979,C03590,2024-02-25,9376,2024-04-10,Paid
INV118980,C01070,2024-06-12,16055,2024-07-12,Overdue
INV118981,C06052,2024-10-13,4323,2024-11-27,Paid
INV118982,C02673,2024-01-08,7853,2024-02-22,Paid
INV118983,C07696,2024-04-09,5093,2024-05-24,Paid
INV118984,C06395,2024-05-26,2694,2024-06-25,Open
INV118985,C04552,2024-03-06,3691,2024-04-05,Paid
INV118986,C00941,2024-05-18,23203,2024-06-17,Open
INV118987,C05370,2024-07-13,13293,2024-09-11,Paid
INV118988,C06116,2024-10-15,1951,2024-11-14,Open
INV118989,C07728,2024-11-04,18890,2025-01-03,Open
INV118990,C07793,2024-07-13,4617,2024-09-11,Paid
INV118991,C02658,2024-05-02,13897,2024-06-01,Overdue
INV118992,C07128,2024-10-21,23509,2024-12-20,Open
INV118993,C08853,2024-09-05,11039,2024-10-20,Overdue
INV118994,C05930,2024-04-07,995,2024-06-06,Paid
INV118995,C06619,2024-02-19,18962,2024-04-04,Overdue
INV118996,C02944,2024-10-10,3832,2024-12-09,Paid
INV118997,C00306,2024-09-26,9715,2024-11-25,Paid
INV118998,C09049,2024-11-03,8080,2024-12-03,Open
INV118999,C02942,2024-04-01,626,2024-05-16,Open
INV119000,C00449,2024-01-30,2373,2024-03-15,Overdue
INV119001,C07449,2024-06-06,19024,2024-07-06,Paid
INV119002,C02795,2024-04-30,23733,2024-06-14,Open
INV119003,C01231,2024-06-03,7937,2024-07-18,Overdue
INV119004,C05499,2024-03-06,22986,2024-04-20,Overdue
INV119005,C00482,2024-04-10,21422,2024-05-25,Overdue
INV119006,C06418,2024-11-28,22568,2024-12-28,Overdue
INV119007,C06425,2024-10-21,12432,2024-11-20,Overdue
INV119008,C03069,2024-10-10,23002,2024-12-09,Paid
INV119009,C03428,2024-03-24,21208,2024-04-23,Paid
INV119010,C05054,2024-11-14,14227,2025-01-13,Overdue
INV119011,C09353,2024-12-24,2852,2025-02-07,Open
INV119012,C01193,2024-02-24,16025,2024-03-25,Paid
INV119013,C08031,2024-08-29,14928,2024-10-28,Open
INV119014,C07446,2024-05-25,7535,2024-07-24,Paid
INV119015,C04326,2024-06-10,18292,2024-07-25,Paid
INV119016,C01518,2024-07-03,1398,2024-09-01,Open
INV119017,C02025,2024-06-21,15645,2024-08-05,Paid
INV119018,C08681,2024-03-21,23494,2024-04-20,Overdue
INV119019,C09901,2024-01-31,6849,2024-03-16,Overdue
INV119020,C01300,2024-10-17,9619,2024-11-16,Open
INV119021,C04093,2024-06-15,17162,2024-07-15,Paid
INV119022,C07033,2024-09-17,20958,2024-11-16,Paid
INV119023,C03724,2024-06-04,14989,2024-07-19,Open
INV119024,C01086,2024-04-26,4574,2024-06-10,Open
INV119025,C03205,2024-01-07,24514,2024-03-07,Paid
INV119026,C02860,2024-12-27,16716,2025-02-10,Open
INV119027,C09373,2024-09-02,8919,2024-10-17,Open
INV119028,C05409,2024-10-24,7646,2024-12-23,Paid
INV119029,C08023,2024-11-08,23817,2024-12-08,Paid
INV119030,C05476,2024-08-17,14591,2024-10-01,Overdue
INV119031,C06962,2024-12-04,23602,2025-01-03,Paid
INV119032,C03531,2024-05-03,12750,2024-07-02,Paid
INV119033,C03579,2024-08-04,17507,2024-10-03,Paid
INV119034,C09794,2024-11-14,14151,2024-12-14,Paid
INV119035,C02276,2024-01-18,9603,2024-03-03,Paid
INV119036,C04526,2024-04-26,16045,2024-05-26,Open
INV119037,C00145,2024-08-26,10852,2024-10-10,Open
INV119038,C02209,2024-03-30,6530,2024-04-29,Paid
INV119039,C08481,2024-10-02,19517,2024-12-01,Open
INV119040,C05472,2024-01-02,10202,2024-02-16,Paid
INV119041,C04180,2024-11-15,10360,2024-12-30,Open
INV119042,C00534,2024-10-12,21470,2024-11-26,Overdue
INV119043,C06269,2024-05-29,1640,2024-07-28,Paid
INV119044,C00181,2024-09-08,12886,2024-11-07,Paid
INV119045,C03033,2024-04-15,9540,2024-05-30,Paid
INV119046,C09260,2024-10-16,15132,2024-12-15,Open
INV119047,C00930,2024-05-04,14705,2024-06-03,Paid
INV119048,C07964,2024-06-11,21969,2024-07-11,Open
INV119049,C04515,2024-07-15,7586,2024-09-13,Paid
INV119050,C00964,2024-11-08,4584,2025-01-07,Paid
INV119051,C06921,2024-01-15,6793,2024-02-29,Paid
INV119052,C03350,2024-10-21,9872,2024-12-20,Open
INV119053,C07385,2024-01-28,13736,2024-03-13,Overdue
INV119054,C03157,2024-01-12,12291,2024-02-11,Overdue
INV119055,C02841,2024-07-13,23172,2024-08-27,Overdue
INV119056,C07505,2024-09-22,17925,2024-11-21,Open
INV119057,C02127,2024-12-21,16856,2025-01-20,Paid
INV119058,C05639,2024-09-19,18840,2024-11-03,Paid
INV119059,C03899,2024-06-19,20527,2024-08-18,Open
INV119060,C01760,2024-12-02,22288,2025-01-31,Paid
INV119061,C01480,2024-10-02,23772,2024-12-01,Paid
INV119062,C04803,2024-10-29,12370,2024-11-28,Paid
INV119063,C07652,2024-08-28,11978,2024-10-27,Paid
INV119064,C00977,2024-09-01,3165,2024-10-01,Paid
INV119065,C09153,2024-01-28,4940,2024-03-28,Paid
INV119066,C03428,2024-07-22,24302,2024-09-20,Overdue
INV119067,C00081,2024-09-30,23433,2024-10-30,Paid
INV119068,C07290,2024-11-08,9257,2024-12-08,Paid
INV119069,C04666,2024-12-30,17856,2025-01-29,Paid
INV119070,C02860,2024-02-06,9028,2024-03-22,Paid
INV119071,C09849,2024-09-10,18522,2024-11-09,Paid
INV119072,C01072,2024-12-25,2471,2025-01-24,Open
INV119073,C09853,2024-04-14,10607,2024-05-29,Paid
INV119074,C02457,2024-08-30,14253,2024-10-14,Open
INV119075,C09017,2024-04-09,15990,2024-05-09,Paid
INV119076,C03085,2024-09-03,1652,2024-11-02,Paid
INV119077,C01869,2024-02-13,12970,2024-03-14,Paid
INV119078,C03852,2024-03-05,19810,2024-04-04,Paid
INV119079,C06368,2024-06-26,5920,2024-08-25,Paid
INV119080,C04323,2024-05-26,6404,2024-07-10,Paid
INV119081,C00988,2024-02-18,15120,2024-04-03,Paid
INV119082,C05484,2024-03-07,11269,2024-05-06,Paid
INV119083,C08383,2024-12-12,11997,2025-02-10,Paid
INV119084,C08184,2024-02-15,18535,2024-04-15,Paid
INV119085,C06846,2024-03-10,10108,2024-04-24,Paid
INV119086,C08052,2024-12-12,3149,2025-02-10,Paid
INV119087,C01024,2024-04-18,6740,2024-05-18,Paid
INV119088,C07607,2024-12-26,22079,2025-01-25,Paid
INV119089,C03295,2024-07-27,24798,2024-09-25,Overdue
INV119090,C07128,2024-10-29,7262,2024-11-28,Open
INV119091,C08052,2024-07-25,17538,2024-09-23,Paid
INV119092,C03114,2024-03-23,14183,2024-05-07,Paid
INV119093,C03664,2024-10-12,19393,2024-11-26,Open
INV119094,C05746,2024-12-25,12796,2025-01-24,Paid
INV119095,C07532,2024-05-02,18066,2024-06-16,Paid
INV119096,C01157,2024-08-25,10325,2024-10-24,Open
INV119097,C09904,2024-12-11,18293,2025-01-10,Open
INV119098,C08355,2024-12-22,15785,2025-02-20,Paid
INV119099,C04400,2024-03-01,12896,2024-04-30,Open
INV119100,C02795,2024-06-11,5209,2024-08-10,Open
INV119101,C08246,2024-08-21,19309,2024-10-05,Open
INV119102,C08566,2024-03-06,1504,2024-05-05,Overdue
INV119103,C09069,2024-01-13,11444,2024-02-27,Paid
INV119104,C05547,2024-02-29,14548,2024-04-29,Paid
INV119105,C06894,2024-04-16,16638,2024-06-15,Open
INV119106,C05162,2024-12-28,867,2025-02-11,Open
INV119107,C07783,2024-09-21,22524,2024-10-21,Paid
INV119108,C08119,2024-04-17,17146,2024-05-17,Paid
INV119109,C02866,2024-11-16,2081,2024-12-31,Open
INV119110,C06486,2024-06-25,3480,2024-07-25,Open
INV119111,C02709,2024-11-20,8301,2025-01-04,Paid
INV119112,C03289,2024-09-24,12134,2024-11-23,Paid
INV119113,C08232,2024-08-22,5284,2024-10-21,Open
INV119114,C01655,2024-11-12,9467,2024-12-27,Paid
INV119115,C00798,2024-04-21,10613,2024-05-21,Open
INV119116,C08902,2024-10-21,874,2024-11-20,Paid
INV119117,C05613,2024-08-02,22503,2024-09-01,Paid
INV119118,C00025,2024-10-04,18976,2024-12-03,Paid
INV119119,C05061,2024-03-30,12153,2024-04-29,Paid
INV119120,C07453,2024-12-04,3480,2025-02-02,Open
INV119121,C05115,2024-11-08,11692,2025-01-07,Paid
INV119122,C07384,2024-07-25,10758,2024-09-23,Paid
INV119123,C09649,2024-06-13,22311,2024-08-12,Open
INV119124,C09266,2024-02-10,18640,2024-04-10,Paid
INV119125,C09428,2024-07-31,6342,2024-09-14,Overdue
INV119126,C04698,2024-04-24,7442,2024-06-23,Paid
INV119127,C04485,2024-05-14,12834,2024-07-13,Paid
INV119128,C07437,2024-12-10,8602,2025-02-08,Open
INV119129,C03367,2024-02-02,16112,2024-03-18,Overdue
INV119130,C04525,2024-01-03,19750,2024-02-02,Overdue
INV119131,C02065,2024-02-08,3370,2024-03-24,Paid
INV119132,C04539,2024-12-17,11656,2025-01-31,Open
INV119133,C03427,2024-08-20,15318,2024-10-19,Overdue
INV119134,C01017,2024-06-16,12692,2024-07-16,Overdue
INV119135,C02018,2024-10-05,23549,2024-12-04,Paid
INV119136,C05691,2024-08-11,24364,2024-09-25,Paid
INV119137,C07649,2024-10-28,21614,2024-11-27,Open
INV119138,C02426,2024-01-06,24189,2024-02-20,Open
INV119139,C04227,2024-11-22,1078,2025-01-06,Open
INV119140,C04497,2024-11-07,4731,2024-12-22,Paid
INV119141,C04219,2024-10-03,23352,2024-11-02,Overdue
INV119142,C09112,2024-04-06,16867,2024-06-05,Paid
INV119143,C03835,2024-03-20,2135,2024-05-19,Paid
INV119144,C07360,2024-10-08,14051,2024-11-07,Open
INV119145,C04170,2024-09-11,7817,2024-10-11,Overdue
INV119146,C07547,2024-06-01,12822,2024-07-01,Overdue
INV119147,C03544,2024-11-30,10698,2025-01-14,Paid
INV119148,C08303,2024-08-01,6263,2024-09-30,Paid
INV119149,C02225,2024-04-16,5507,2024-05-31,Paid
INV119150,C03092,2024-04-10,8600,2024-05-10,Paid
INV119151,C02253,2024-04-22,17457,2024-06-06,Paid
INV119152,C01991,2024-07-10,19055,2024-08-24,Paid
INV119153,C05153,2024-06-29,20517,2024-07-29,Paid
INV119154,C02128,2024-02-19,12271,2024-03-20,Paid
INV119155,C09760,2024-01-29,8206,2024-02-28,Paid
INV119156,C02174,2024-12-22,5287,2025-02-20,Overdue
INV119157,C04604,2024-04-13,10779,2024-05-13,Overdue
INV119158,C02423,2024-04-04,19387,2024-06-03,Open
INV119159,C07133,2024-02-27,2909,2024-03-28,Paid
INV119160,C04630,2024-05-21,1749,2024-07-05,Paid
INV119161,C04314,2024-05-04,20497,2024-06-03,Paid
INV119162,C04378,2024-03-03,6937,2024-04-17,Overdue
INV119163,C04401,2024-09-13,4098,2024-10-28,Paid
INV119164,C04758,2024-07-22,15329,2024-09-20,Paid
INV119165,C01219,2024-11-15,8591,2024-12-30,Paid
INV119166,C01450,2024-05-18,8764,2024-06-17,Open
INV119167,C01588,2024-06-23,6776,2024-08-07,Open
INV119168,C03985,2024-09-21,17368,2024-11-05,Overdue
INV119169,C04750,2024-04-06,10953,2024-05-21,Paid
INV119170,C06848,2024-06-30,2907,2024-07-30,Overdue
INV119171,C07838,2024-04-27,19311,2024-05-27,Open
INV119172,C00397,2024-08-13,23339,2024-09-27,Overdue
INV119173,C00744,2024-05-08,24068,2024-06-22,Open
INV119174,C05280,2024-01-10,21126,2024-03-10,Overdue
INV119175,C09646,2024-05-20,13629,2024-07-04,Paid
INV119176,C02018,2024-06-05,885,2024-07-20,Paid
INV119177,C03612,2024-04-20,12853,2024-06-19,Overdue
INV119178,C02323,2024-09-17,14500,2024-11-01,Paid
INV119179,C02632,2024-02-22,15330,2024-03-23,Open
INV119180,C00362,2024-03-31,2627,2024-05-15,Overdue
INV119181,C00400,2024-09-06,2835,2024-10-21,Paid
INV119182,C03655,2024-06-15,5017,2024-07-15,Paid
INV119183,C08987,2024-09-05,21479,2024-10-05,Overdue
INV119184,C00563,2024-08-15,11859,2024-10-14,Open
INV119185,C07803,2024-08-06,6485,2024-10-05,Paid
INV119186,C02065,2024-08-22,22242,2024-10-21,Paid
INV119187,C08412,2024-04-12,12197,2024-05-27,Paid
INV119188,C02632,2024-02-15,7127,2024-03-31,Paid
INV119189,C02017,2024-03-29,3281,2024-05-28,Paid
INV119190,C00626,2024-10-21,19826,2024-11-20,Overdue
INV119191,C09857,2024-12-09,7736,2025-02-07,Overdue
INV119192,C03342,2024-02-11,8763,2024-03-12,Paid
INV119193,C09095,2024-06-24,5257,2024-08-23,Paid
INV119194,C00064,2024-01-31,8548,2024-03-31,Overdue
INV119195,C01928,2024-03-11,15705,2024-04-25,Paid
INV119196,C09142,2024-03-15,8948,2024-04-14,Paid
INV119197,C08631,2024-10-07,2110,2024-12-06,Paid
INV119198,C00897,2024-08-04,10009,2024-10-03,Paid
INV119199,C05859,2024-01-28,2218,2024-02-27,Overdue
INV119200,C07368,2024-01-02,11385,2024-02-16,Overdue
INV119201,C02080,2024-01-26,15431,2024-02-25,Open
INV119202,C00001,2024-11-23,18163,2025-01-22,Overdue
INV119203,C04802,2024-06-19,16775,2024-07-19,Paid
INV119204,C04010,2024-01-21,18737,2024-02-20,Paid
INV119205,C06025,2024-11-01,9541,2024-12-01,Open
INV119206,C02764,2024-09-29,20026,2024-11-28,Overdue
INV119207,C02634,2024-10-12,12691,2024-11-11,Paid
INV119208,C03433,2024-08-30,7885,2024-10-14,Open
INV119209,C01683,2024-10-25,12811,2024-12-24,Open
INV119210,C00563,2024-02-07,21475,2024-04-07,Paid
INV119211,C06993,2024-05-04,1385,2024-06-18,Paid
INV119212,C00258,2024-11-10,8361,2024-12-25,Paid
INV119213,C06666,2024-02-28,14058,2024-04-28,Paid
INV119214,C09157,2024-02-13,1446,2024-04-13,Paid
INV119215,C04742,2024-11-27,9087,2025-01-11,Open
INV119216,C04674,2024-01-31,16721,2024-03-31,Paid
INV119217,C04932,2024-08-23,5061,2024-10-07,Paid
INV119218,C07007,2024-06-13,12599,2024-08-12,Paid
INV119219,C03876,2024-12-23,6165,2025-02-21,Overdue
INV119220,C04094,2024-10-29,8906,2024-12-28,Overdue
INV119221,C02655,2024-09-07,18864,2024-10-07,Open
INV119222,C03985,2024-07-17,13618,2024-09-15,Paid
INV119223,C03816,2024-08-06,22844,2024-09-05,Paid
INV119224,C01870,2024-06-02,7450,2024-07-17,Paid
INV119225,C00378,2024-07-02,19903,2024-08-31,Open
INV119226,C02393,2024-10-25,4376,2024-12-24,Open
INV119227,C06207,2024-05-29,9087,2024-06-28,Paid
INV119228,C00849,2024-03-05,14726,2024-04-19,Paid
INV119229,C00780,2024-06-10,18548,2024-07-25,Paid
INV119230,C03412,2024-02-19,24756,2024-03-20,Paid
INV119231,C00866,2024-06-08,22823,2024-07-23,Paid
INV119232,C03640,2024-11-04,6257,2024-12-04,Paid
INV119233,C07092,2024-02-20,12703,2024-04-20,Open
INV119234,C01931,2024-10-02,9944,2024-11-01,Overdue
INV119235,C00539,2024-12-13,5744,2025-01-12,Paid
INV119236,C04030,2024-02-14,23260,2024-03-30,Paid
INV119237,C09298,2024-04-24,16671,2024-06-23,Paid
INV119238,C09958,2024-12-13,6517,2025-02-11,Paid
INV119239,C06062,2024-05-15,8951,2024-06-14,Overdue
INV119240,C09948,2024-01-21,8070,2024-03-06,Overdue
INV119241,C07542,2024-01-18,11227,2024-02-17,Overdue
INV119242,C08426,2024-12-27,5792,2025-02-25,Paid
INV119243,C06223,2024-09-27,5780,2024-11-26,Paid
INV119244,C05417,2024-08-06,1796,2024-09-20,Paid
INV119245,C07708,2024-11-14,12676,2025-01-13,Paid
INV119246,C07144,2024-04-30,21755,2024-06-29,Open
INV119247,C08080,2024-03-02,16081,2024-04-01,Paid
INV119248,C07215,2024-04-06,22119,2024-05-06,Paid
INV119249,C00897,2024-09-07,2147,2024-11-06,Open
INV119250,C07583,2024-05-08,12108,2024-06-22,Paid
INV119251,C06489,2024-09-02,22925,2024-10-17,Overdue
INV119252,C03596,2024-01-10,2944,2024-03-10,Paid
INV119253,C08468,2024-10-31,24774,2024-12-15,Open
INV119254,C08595,2024-03-05,21131,2024-05-04,Open
INV119255,C02302,2024-09-03,2236,2024-11-02,Overdue
INV119256,C03049,2024-12-14,10838,2025-01-13,Overdue
INV119257,C02585,2024-06-13,23473,2024-07-13,Paid
INV119258,C04259,2024-06-27,9299,2024-08-11,Open
INV119259,C05228,2024-02-23,9780,2024-04-08,Open
INV119260,C00243,2024-11-14,1938,2025-01-13,Open
INV119261,C02351,2024-02-15,2693,2024-03-16,Overdue
INV119262,C09155,2024-06-26,20465,2024-07-26,Paid
INV119263,C09332,2024-01-07,16770,2024-02-06,Open
INV119264,C01046,2024-03-24,15883,2024-05-23,Open
INV119265,C09679,2024-05-07,17460,2024-06-06,Paid
INV119266,C09157,2024-08-01,15490,2024-08-31,Open
INV119267,C06634,2024-08-21,20325,2024-10-05,Paid
INV119268,C02666,2024-01-12,21798,2024-02-11,Open
INV119269,C02012,2024-03-14,1031,2024-04-28,Open
INV119270,C06527,2024-02-07,9041,2024-03-23,Paid
INV119271,C07298,2024-12-16,14822,2025-01-30,Open
INV119272,C05246,2024-05-28,24103,2024-07-27,Overdue
INV119273,C08562,2024-06-20,5360,2024-08-04,Open
INV119274,C01395,2024-08-01,21100,2024-08-31,Overdue
INV119275,C09021,2024-08-24,21041,2024-09-23,Paid
INV119276,C06405,2024-01-21,9726,2024-03-06,Overdue
INV119277,C02076,2024-12-26,17437,2025-02-24,Overdue
INV119278,C02897,2024-12-13,1772,2025-01-12,Paid
INV119279,C08375,2024-08-18,11385,2024-09-17,Paid
INV119280,C00376,2024-07-26,10969,2024-09-09,Open
INV119281,C03991,2024-07-29,16972,2024-09-12,Paid
INV119282,C08402,2024-05-31,6122,2024-07-30,Overdue
INV119283,C09078,2024-09-05,23200,2024-10-20,Paid
INV119284,C06260,2024-04-16,23001,2024-05-31,Paid
INV119285,C03707,2024-06-07,5036,2024-07-07,Overdue
INV119286,C04468,2024-01-05,16219,2024-02-19,Paid
INV119287,C00995,2024-07-11,11728,2024-08-10,Overdue
INV119288,C02490,2024-06-13,23579,2024-07-28,Open
INV119289,C02662,2024-04-03,20180,2024-06-02,Paid
INV119290,C05491,2024-10-14,7034,2024-11-13,Open
INV119291,C03516,2024-07-12,14822,2024-09-10,Open
INV119292,C04063,2024-10-16,3739,2024-11-15,Paid
INV119293,C05835,2024-08-23,9110,2024-09-22,Paid
INV119294,C09547,2024-01-29,6333,2024-03-29,Overdue
INV119295,C05011,2024-04-27,24778,2024-06-11,Overdue
INV119296,C07825,2024-05-12,1025,2024-06-26,Overdue
INV119297,C05636,2024-06-06,7366,2024-07-06,Paid
INV119298,C05516,2024-04-16,6630,2024-06-15,Open
INV119299,C07921,2024-06-21,17105,2024-08-05,Overdue
INV119300,C01927,2024-05-25,23164,2024-07-09,Paid
INV119301,C05077,2024-11-29,6712,2025-01-13,Open
INV119302,C00229,2024-09-23,21786,2024-11-22,Overdue
INV119303,C06586,2024-09-16,14000,2024-10-31,Paid
INV119304,C06053,2024-02-15,11813,2024-03-31,Open
INV119305,C05688,2024-11-04,20576,2024-12-04,Open
INV119306,C08038,2024-05-31,20691,2024-06-30,Paid
INV119307,C02640,2024-12-19,12634,2025-02-17,Overdue
INV119308,C07967,2024-05-15,9371,2024-06-14,Overdue
INV119309,C01295,2024-08-03,17039,2024-09-17,Overdue
INV119310,C04226,2024-05-13,23524,2024-06-12,Open
INV119311,C01549,2024-12-06,8887,2025-01-05,Paid
INV119312,C05880,2024-08-11,23704,2024-09-25,Paid
INV119313,C00517,2024-08-18,13550,2024-10-02,Open
INV119314,C03489,2024-12-07,21455,2025-02-05,Paid
INV119315,C04608,2024-07-19,6872,2024-09-17,Paid
INV119316,C03010,2024-01-18,24459,2024-03-03,Overdue
INV119317,C08164,2024-07-22,21909,2024-08-21,Paid
INV119318,C01981,2024-05-13,990,2024-07-12,Paid
INV119319,C05558,2024-12-12,10958,2025-01-11,Open
INV119320,C08417,2024-04-17,13300,2024-05-17,Open
INV119321,C02251,2024-01-01,6664,2024-02-15,Paid
INV119322,C07912,2024-01-15,23994,2024-03-15,Paid
INV119323,C08328,2024-05-21,24475,2024-07-20,Paid
INV119324,C05153,2024-03-17,23135,2024-05-01,Paid
INV119325,C09245,2024-12-06,12098,2025-02-04,Paid
INV119326,C09567,2024-06-22,12609,2024-08-06,Overdue
INV119327,C03038,2024-04-20,20305,2024-06-04,Overdue
INV119328,C09544,2024-04-26,6951,2024-06-10,Paid
INV119329,C06589,2024-02-10,10996,2024-03-11,Overdue
INV119330,C03930,2024-01-06,9270,2024-02-20,Paid
INV119331,C01394,2024-10-02,7060,2024-11-16,Paid
INV119332,C07860,2024-03-08,20990,2024-04-22,Paid
INV119333,C00371,2024-10-22,3996,2024-12-06,Overdue
INV119334,C04734,2024-04-13,24396,2024-05-28,Paid
INV119335,C01660,2024-05-06,12599,2024-06-20,Paid
INV119336,C09114,2024-03-14,24283,2024-05-13,Overdue
INV119337,C03444,2024-05-04,22308,2024-07-03,Overdue
INV119338,C07658,2024-11-20,8879,2024-12-20,Paid
INV119339,C01277,2024-09-14,2003,2024-10-29,Paid
INV119340,C06630,2024-12-16,13217,2025-02-14,Paid
INV119341,C08794,2024-10-26,20995,2024-12-10,Paid
INV119342,C08411,2024-11-04,19655,2024-12-19,Paid
INV119343,C09394,2024-07-30,16661,2024-09-28,Open
INV119344,C00209,2024-09-05,12299,2024-11-04,Paid
INV119345,C03207,2024-01-06,9723,2024-03-06,Paid
INV119346,C00211,2024-02-12,1847,2024-03-13,Overdue
INV119347,C00273,2024-09-09,9617,2024-11-08,Open
INV119348,C07328,2024-05-25,17192,2024-07-09,Overdue
INV119349,C06288,2024-10-12,4066,2024-11-11,Paid
INV119350,C09919,2024-07-17,24500,2024-09-15,Overdue
INV119351,C03580,2024-04-26,22670,2024-05-26,Overdue
INV119352,C07502,2024-06-29,3026,2024-08-28,Overdue
INV119353,C08694,2024-07-10,10496,2024-08-24,Overdue
INV119354,C06588,2024-05-10,8905,2024-07-09,Overdue
INV119355,C03826,2024-09-11,4730,2024-11-10,Overdue
INV119356,C03945,2024-06-12,21390,2024-07-12,Overdue
INV119357,C01110,2024-11-29,7222,2025-01-28,Paid
INV119358,C03065,2024-05-30,21573,2024-07-29,Paid
INV119359,C03152,2024-09-05,21249,2024-11-04,Paid
INV119360,C08144,2024-06-26,4980,2024-07-26,Paid
INV119361,C01350,2024-04-23,15642,2024-06-22,Overdue
INV119362,C08201,2024-01-16,4614,2024-03-16,Overdue
INV119363,C03500,2024-04-01,2870,2024-05-01,Paid
INV119364,C04288,2024-06-06,1353,2024-07-21,Paid
INV119365,C09306,2024-11-11,7330,2024-12-11,Paid
INV119366,C04588,2024-12-26,5596,2025-02-09,Open
INV119367,C07875,2024-07-07,11237,2024-08-21,Paid
INV119368,C05385,2024-08-29,8884,2024-10-13,Open
INV119369,C06924,2024-08-17,13690,2024-10-01,Paid
INV119370,C07112,2024-08-25,17872,2024-10-09,Paid
INV119371,C07411,2024-09-18,10044,2024-11-17,Paid
INV119372,C07162,2024-10-21,17894,2024-11-20,Paid
INV119373,C00677,2024-01-05,3795,2024-02-04,Open
INV119374,C02773,2024-09-15,4141,2024-11-14,Paid
INV119375,C01384,2024-03-14,17235,2024-04-13,Open
INV119376,C00499,2024-01-30,3651,2024-02-29,Paid
INV119377,C06712,2024-12-01,17059,2024-12-31,Paid
INV119378,C09833,2024-09-23,665,2024-10-23,Paid
INV119379,C07381,2024-05-10,7252,2024-06-09,Overdue
INV119380,C01855,2024-01-15,10347,2024-02-14,Paid
