po_id,customer_id,po_date,po_amount,approval_status
PO209897,C02486,2024-01-22,7869,Approved
PO209898,C08047,2024-07-04,6377,Approved
PO209899,C00853,2024-10-10,21417,Approved
PO209900,C05087,2024-03-18,1563,Approved
PO209901,C03423,2024-07-28,11007,Approved
PO209902,C05265,2024-10-15,5389,Delayed
PO209903,C09755,2024-05-05,10608,Approved
PO209904,C08519,2024-01-18,1443,Approved
PO209905,C01952,2024-08-01,23785,Pending
PO209906,C07983,2024-02-21,11315,Pending
PO209907,C07430,2024-05-18,19810,Approved
PO209908,C00097,2024-01-23,7315,Delayed
PO209909,C08618,2024-11-01,2435,Approved
PO209910,C02148,2024-04-29,10674,Pending
PO209911,C00950,2024-01-28,14209,Approved
PO209912,C00630,2024-08-23,19352,Approved
PO209913,C09409,2024-08-11,6289,Approved
PO209914,C03520,2024-04-12,15190,Pending
PO209915,C02812,2024-01-12,2563,Approved
PO209916,C09501,2024-05-29,17203,Delayed
PO209917,C08096,2024-03-02,17273,Approved
PO209918,C04010,2024-03-29,23499,Approved
PO209919,C00078,2024-03-02,7498,Approved
PO209920,C02810,2024-02-04,24453,Pending
PO209921,C06294,2024-05-26,24863,Delayed
PO209922,C00544,2024-05-12,6155,Pending
PO209923,C03348,2024-06-07,7098,Approved
PO209924,C03305,2024-11-29,23337,Pending
PO209925,C01780,2024-03-05,5648,Approved
PO209926,C01143,2024-03-25,14129,Approved
PO209927,C04727,2024-08-19,19152,Approved
PO209928,C00626,2024-08-18,23272,Approved
PO209929,C00462,2024-08-31,3038,Approved
PO209930,C03469,2024-04-27,7981,Approved
PO209931,C07779,2024-05-06,21728,Approved
PO209932,C06566,2024-08-19,22317,Delayed
PO209933,C08265,2024-11-23,916,Delayed
PO209934,C08438,2024-11-01,21006,Pending
PO209935,C01334,2024-11-05,20402,Approved
PO209936,C08443,2024-03-29,10020,Approved
PO209937,C01890,2024-10-24,9479,Approved
PO209938,C05441,2024-02-28,21142,Approved
PO209939,C07567,2024-01-18,1971,Approved
PO209940,C06311,2024-12-23,3312,Delayed
PO209941,C03522,2024-01-15,8132,Approved
PO209942,C08506,2024-07-27,16869,Approved
PO209943,C07296,2024-09-30,5248,Approved
PO209944,C01445,2024-08-31,530,Approved
PO209945,C03260,2024-03-02,17491,Approved
PO209946,C06257,2024-11-29,24111,Approved
PO209947,C05933,2024-03-12,22863,Approved
PO209948,C00089,2024-05-22,11432,Approved
PO209949,C09671,2024-09-23,13352,Approved
PO209950,C06177,2024-03-06,14660,Approved
PO209951,C00233,2024-04-10,19471,Approved
PO209952,C04630,2024-09-01,18817,Approved
PO209953,C02927,2024-02-11,14479,Approved
PO209954,C03348,2024-06-06,955,Approved
PO209955,C08749,2024-04-22,7748,Approved
PO209956,C01167,2024-06-27,6478,Approved
PO209957,C08492,2024-04-11,8758,Approved
PO209958,C08654,2024-08-04,19209,Approved
PO209959,C09078,2024-11-26,24347,Pending
PO209960,C06073,2024-07-15,5011,Approved
PO209961,C05441,2024-08-16,12462,Approved
PO209962,C08446,2024-01-21,3569,Approved
PO209963,C02757,2024-05-26,15365,Approved
PO209964,C07841,2024-07-10,23010,Approved
PO209965,C03502,2024-01-14,21000,Pending
PO209966,C06976,2024-05-22,5008,Approved
PO209967,C04443,2024-05-06,11681,Approved
PO209968,C04826,2024-09-10,6055,Approved
PO209969,C08022,2024-06-03,727,Pending
PO209970,C09074,2024-02-04,24845,Pending
PO209971,C09162,2024-03-31,10092,Approved
PO209972,C03331,2024-05-24,21166,Approved
PO209973,C06964,2024-12-04,20177,Approved
PO209974,C06991,2024-09-27,12970,Delayed
PO209975,C06363,2024-02-09,6649,Pending
PO209976,C01775,2024-06-23,6019,Approved
PO209977,C09230,2024-06-17,23897,Delayed
PO209978,C06012,2024-03-11,11899,Approved
PO209979,C03315,2024-08-06,17047,Approved
PO209980,C06828,2024-11-13,17601,Approved
PO209981,C07985,2024-06-06,10104,Delayed
PO209982,C01126,2024-10-06,2424,Approved
PO209983,C08179,2024-12-04,6672,Approved
PO209984,C08004,2024-06-14,5715,Pending
PO209985,C04539,2024-04-24,1068,Approved
PO209986,C09761,2024-11-29,16282,Approved
PO209987,C08570,2024-05-03,2747,Pending
PO209988,C01819,2024-07-22,16086,Delayed
PO209989,C02155,2024-01-09,735,Approved
PO209990,C08038,2024-11-20,1050,Pending
PO209991,C03323,2024-02-15,21810,Pending
PO209992,C01322,2024-08-14,21898,Approved
PO209993,C00843,2024-01-08,23948,Approved
PO209994,C00429,2024-08-26,2896,Approved
PO209995,C04765,2024-06-05,15980,Approved
PO209996,C05505,2024-11-16,4888,Pending
PO209997,C04180,2024-12-20,10699,Approved
PO209998,C09366,2024-11-25,3619,Approved
PO209999,C01667,2024-01-18,4332,Approved
PO210000,C09659,2024-11-29,3777,Approved
PO210001,C09526,2024-03-15,16935,Approved
PO210002,C06085,2024-05-06,20251,Approved
PO210003,C02676,2024-06-13,18897,Approved
PO210004,C06624,2024-03-22,14197,Approved
PO210005,C06823,2024-03-23,12490,Approved
PO210006,C01416,2024-02-12,3364,Approved
PO210007,C01408,2024-02-17,12577,Approved
PO210008,C09875,2024-06-18,17905,Approved
PO210009,C02021,2024-01-19,2457,Approved
PO210010,C07201,2024-12-16,23461,Pending
PO210011,C02534,2024-08-30,12876,Approved
PO210012,C06393,2024-04-07,23616,Approved
PO210013,C05419,2024-02-17,2902,Pending
PO210014,C01455,2024-02-02,4740,Approved
PO210015,C07175,2024-08-09,14393,Approved
PO210016,C03395,2024-12-06,5314,Pending
PO210017,C03402,2024-05-06,7001,Pending
PO210018,C06633,2024-12-24,5359,Approved
PO210019,C09184,2024-10-23,10681,Pending
PO210020,C08056,2024-05-26,14608,Approved
PO210021,C01439,2024-10-30,17391,Approved
PO210022,C04655,2024-02-07,6003,Approved
PO210023,C00340,2024-12-17,22938,Approved
PO210024,C09250,2024-05-27,1279,Pending
PO210025,C06639,2024-02-16,22125,Approved
PO210026,C01292,2024-04-30,22235,Pending
PO210027,C04603,2024-10-29,11238,Pending
PO210028,C01634,2024-10-24,18512,Delayed
PO210029,C04221,2024-10-07,14475,Delayed
PO210030,C07449,2024-02-26,20730,Approved
PO210031,C06787,2024-12-14,20629,Approved
PO210032,C07080,2024-04-13,16900,Approved
PO210033,C05826,2024-11-03,19041,Approved
PO210034,C07251,2024-08-15,14988,Approved
PO210035,C00669,2024-02-25,2093,Approved
PO210036,C06377,2024-11-07,15203,Approved
PO210037,C04172,2024-05-04,22260,Delayed
PO210038,C03676,2024-08-07,7626,Approved
PO210039,C07883,2024-12-15,23893,Approved
PO210040,C01649,2024-08-15,18397,Approved
PO210041,C03298,2024-05-10,12079,Approved
PO210042,C05292,2024-04-13,14475,Approved
PO210043,C05636,2024-02-29,8470,Pending
PO210044,C09822,2024-04-12,22123,Delayed
PO210045,C02162,2024-01-24,6530,Approved
PO210046,C01134,2024-12-01,21527,Approved
PO210047,C05642,2024-06-09,9799,Pending
PO210048,C08496,2024-08-19,3482,Approved
PO210049,C06150,2024-02-08,6642,Pending
PO210050,C01630,2024-10-31,4268,Pending
PO210051,C07275,2024-07-14,4693,Approved
PO210052,C01234,2024-06-12,22822,Approved
PO210053,C01599,2024-08-10,1344,Approved
PO210054,C03638,2024-09-30,16357,Pending
PO210055,C05333,2024-08-03,6961,Approved
PO210056,C06728,2024-12-19,13549,Approved
PO210057,C02381,2024-11-24,16991,Approved
PO210058,C06226,2024-03-25,16572,Approved
PO210059,C04650,2024-10-19,3226,Approved
PO210060,C05329,2024-12-07,23862,Approved
PO210061,C01418,2024-01-06,11970,Pending
PO210062,C05801,2024-07-08,23262,Approved
PO210063,C07917,2024-02-05,21916,Approved
PO210064,C09437,2024-01-11,1601,Pending
PO210065,C05259,2024-10-20,12292,Approved
PO210066,C00267,2024-06-19,23497,Approved
PO210067,C08463,2024-05-28,5362,Pending
PO210068,C02567,2024-06-27,1162,Approved
PO210069,C06366,2024-07-13,18251,Delayed
PO210070,C03319,2024-08-30,13076,Approved
PO210071,C02499,2024-11-10,13488,Approved
PO210072,C01126,2024-02-04,14663,Pending
PO210073,C05628,2024-04-17,6075,Approved
PO210074,C01438,2024-07-11,11219,Delayed
PO210075,C09254,2024-11-06,23723,Approved
PO210076,C08907,2024-08-21,16700,Approved
PO210077,C07912,2024-07-14,20119,Approved
PO210078,C01480,2024-11-03,765,Approved
PO210079,C00287,2024-10-13,691,Approved
PO210080,C05448,2024-04-03,21061,Pending
PO210081,C06651,2024-02-15,10194,Pending
PO210082,C00296,2024-12-15,3853,Approved
PO210083,C06720,2024-01-22,16515,Approved
PO210084,C02042,2024-05-09,14100,Approved
PO210085,C03556,2024-12-15,23205,Approved
PO210086,C04682,2024-07-29,17770,Approved
PO210087,C07240,2024-05-04,18667,Approved
PO210088,C01041,2024-12-29,11477,Delayed
PO210089,C05461,2024-08-25,16038,Approved
PO210090,C02717,2024-03-27,927,Approved
PO210091,C06162,2024-10-31,9127,Approved
PO210092,C08168,2024-02-16,19242,Approved
PO210093,C00013,2024-07-03,5523,Delayed
PO210094,C09380,2024-03-04,16927,Approved
PO210095,C00552,2024-11-09,18506,Delayed
PO210096,C08077,2024-02-24,14912,Approved
PO210097,C00036,2024-06-20,20932,Approved
PO210098,C03092,2024-07-15,4718,Approved
PO210099,C06787,2024-08-28,6113,Approved
PO210100,C08169,2024-11-20,10383,Delayed
PO210101,C01551,2024-05-29,7145,Approved
PO210102,C06319,2024-04-28,724,Approved
PO210103,C07672,2024-02-06,14727,Delayed
PO210104,C07186,2024-12-27,22019,Approved
PO210105,C02648,2024-11-09,21912,Approved
PO210106,C00757,2024-11-28,7318,Approved
PO210107,C08920,2024-03-03,5271,Approved
PO210108,C08593,2024-06-11,18901,Pending
PO210109,C02637,2024-12-05,6600,Approved
PO210110,C01536,2024-02-19,15635,Delayed
PO210111,C06946,2024-08-02,2637,Approved
PO210112,C07641,2024-07-21,1671,Approved
PO210113,C01571,2024-05-11,3456,Pending
PO210114,C00309,2024-09-09,2521,Approved
PO210115,C05266,2024-02-18,10189,Pending
PO210116,C09567,2024-07-24,7863,Pending
PO210117,C07651,2024-03-02,4344,Pending
PO210118,C02649,2024-06-22,9619,Pending
PO210119,C00783,2024-04-03,1305,Approved
PO210120,C06566,2024-09-11,12030,Approved
PO210121,C07835,2024-07-04,24906,Approved
PO210122,C01272,2024-10-24,19282,Approved
PO210123,C07494,2024-09-29,16405,Approved
PO210124,C06550,2024-10-02,2372,Pending
PO210125,C08793,2024-07-25,18674,Approved
PO210126,C00383,2024-05-26,3668,Approved
PO210127,C08368,2024-04-25,20498,Pending
PO210128,C03580,2024-08-12,17949,Approved
PO210129,C06989,2024-03-13,18606,Approved
PO210130,C05728,2024-04-08,15055,Approved
PO210131,C09137,2024-06-12,22802,Delayed
PO210132,C06065,2024-02-08,16284,Approved
PO210133,C04869,2024-09-06,14971,Approved
PO210134,C08827,2024-03-29,19890,Delayed
PO210135,C01775,2024-01-22,22574,Approved
PO210136,C08340,2024-08-28,18249,Approved
PO210137,C09805,2024-03-10,9273,Approved
PO210138,C09802,2024-07-07,13193,Pending
PO210139,C08120,2024-10-28,7298,Pending
PO210140,C01041,2024-01-20,21523,Approved
PO210141,C05232,2024-03-14,22685,Approved
PO210142,C01456,2024-07-10,809,Approved
PO210143,C07253,2024-11-04,11029,Delayed
PO210144,C04531,2024-10-04,17845,Approved
PO210145,C02403,2024-03-17,4910,Approved
PO210146,C05525,2024-09-21,7164,Delayed
PO210147,C02085,2024-10-31,15338,Approved
PO210148,C03156,2024-08-15,14988,Approved
PO210149,C00183,2024-03-30,7828,Approved
PO210150,C04491,2024-02-13,13101,Pending
PO210151,C00690,2024-06-21,23525,Approved
PO210152,C06139,2024-05-23,22551,Approved
PO210153,C08262,2024-02-15,14433,Delayed
PO210154,C05369,2024-05-02,5745,Approved
PO210155,C04882,2024-12-06,2737,Approved
PO210156,C01182,2024-04-02,6107,Pending
PO210157,C07825,2024-08-29,24663,Approved
PO210158,C04454,2024-07-26,24839,Approved
PO210159,C00774,2024-03-11,4019,Approved
PO210160,C09204,2024-10-12,23214,Approved
PO210161,C00772,2024-07-30,3378,Approved
PO210162,C01801,2024-04-30,19864,Approved
PO210163,C06508,2024-08-02,2848,Approved
PO210164,C04348,2024-04-03,2633,Approved
PO210165,C08514,2024-09-21,13143,Approved
PO210166,C00170,2024-10-29,13561,Approved
PO210167,C08428,2024-10-20,5005,Approved
PO210168,C04764,2024-04-16,2934,Approved
PO210169,C05585,2024-01-24,5939,Approved
PO210170,C09672,2024-10-25,20971,Approved
PO210171,C01884,2024-01-04,9771,Pending
PO210172,C08414,2024-09-18,13218,Approved
PO210173,C03273,2024-12-10,15673,Approved
PO210174,C08465,2024-11-28,2916,Approved
PO210175,C05920,2024-10-19,2486,Approved
PO210176,C02338,2024-04-15,17244,Pending
PO210177,C03149,2024-08-30,14153,Approved
PO210178,C09929,2024-01-09,9385,Pending
PO210179,C01555,2024-06-14,4280,Approved
PO210180,C05925,2024-07-18,11660,Pending
PO210181,C08004,2024-12-04,15179,Pending
PO210182,C09075,2024-09-19,22811,Approved
PO210183,C03641,2024-07-17,7502,Approved
PO210184,C01225,2024-09-26,1383,Pending
PO210185,C00964,2024-06-29,18116,Delayed
PO210186,C05235,2024-04-17,16223,Approved
PO210187,C00694,2024-12-10,7722,Approved
PO210188,C00274,2024-07-01,14814,Pending
PO210189,C03102,2024-09-27,1393,Approved
PO210190,C00073,2024-03-30,19701,Approved
PO210191,C08991,2024-04-14,16223,Approved
PO210192,C01816,2024-06-23,21479,Delayed
PO210193,C04681,2024-04-07,22821,Approved
PO210194,C02188,2024-02-03,10548,Approved
PO210195,C00968,2024-02-12,9307,Pending
PO210196,C00190,2024-11-18,14222,Pending
PO210197,C03756,2024-01-03,6829,Approved
PO210198,C01750,2024-05-23,1077,Pending
PO210199,C04107,2024-06-13,11623,Approved
PO210200,C04336,2024-05-16,6190,Approved
PO210201,C00357,2024-09-08,22927,Approved
PO210202,C01907,2024-09-22,13530,Pending
PO210203,C04781,2024-03-03,16354,Approved
PO210204,C00557,2024-10-25,18402,Approved
PO210205,C06305,2024-03-25,14458,Approved
PO210206,C07340,2024-02-10,18776,Pending
PO210207,C07337,2024-04-08,21726,Approved
PO210208,C02517,2024-02-23,16663,Approved
PO210209,C06277,2024-06-30,13416,Approved
PO210210,C08594,2024-09-15,19699,Approved
PO210211,C04821,2024-08-04,18849,Approved
PO210212,C02865,2024-09-12,22294,Approved
PO210213,C09891,2024-05-14,6157,Approved
PO210214,C04121,2024-02-22,14451,Pending
PO210215,C05655,2024-09-20,7903,Approved
PO210216,C09416,2024-01-23,7625,Approved
PO210217,C05604,2024-04-27,24775,Pending
PO210218,C00025,2024-01-30,12302,Pending
PO210219,C00005,2024-02-05,1263,Approved
PO210220,C03809,2024-07-12,7645,Approved
PO210221,C00687,2024-06-01,23512,Approved
PO210222,C08550,2024-07-23,21540,Approved
PO210223,C01889,2024-01-22,21962,Delayed
PO210224,C03230,2024-09-22,22063,Approved
PO210225,C09613,2024-10-26,6454,Approved
PO210226,C06861,2024-11-04,15543,Approved
PO210227,C03718,2024-01-02,24772,Approved
PO210228,C09111,2024-08-23,17181,Pending
PO210229,C02013,2024-01-22,17840,Approved
PO210230,C08684,2024-11-13,1747,Approved
PO210231,C03984,2024-09-22,1575,Approved
PO210232,C00754,2024-01-05,7815,Approved
PO210233,C01777,2024-10-04,16836,Pending
PO210234,C01508,2024-08-13,6240,Approved
PO210235,C07277,2024-06-06,13400,Approved
PO210236,C02989,2024-04-21,24441,Approved
PO210237,C01902,2024-07-05,13151,Pending
PO210238,C08748,2024-12-04,6652,Approved
PO210239,C03110,2024-08-24,22042,Approved
PO210240,C00726,2024-02-14,9128,Pending
PO210241,C09612,2024-12-08,23314,Approved
PO210242,C04697,2024-10-26,24243,Delayed
PO210243,C01385,2024-07-25,1068,Approved
PO210244,C04524,2024-07-20,24067,Pending
PO210245,C00633,2024-02-10,4984,Approved
PO210246,C09933,2024-01-19,9379,Approved
PO210247,C07134,2024-02-01,24331,Approved
PO210248,C01005,2024-12-19,21622,Approved
PO210249,C05390,2024-08-23,4491,Pending
PO210250,C01195,2024-01-05,19684,Approved
PO210251,C05989,2024-07-30,5939,Approved
PO210252,C00307,2024-03-14,3791,Approved
PO210253,C00828,2024-05-23,5957,Approved
PO210254,C09825,2024-08-14,17287,Approved
PO210255,C05750,2024-01-25,4350,Approved
PO210256,C01934,2024-11-13,22767,Approved
PO210257,C01526,2024-12-20,20327,Approved
PO210258,C03772,2024-04-17,20294,Approved
PO210259,C06876,2024-06-07,22753,Approved
PO210260,C07712,2024-10-22,23020,Approved
PO210261,C06357,2024-04-30,1551,Pending
PO210262,C03351,2024-07-01,11752,Approved
PO210263,C06592,2024-04-15,7157,Approved
PO210264,C09902,2024-03-07,9129,Approved
PO210265,C09508,2024-09-17,5811,Approved
PO210266,C07724,2024-06-21,14905,Delayed
PO210267,C09040,2024-09-20,9648,Approved
PO210268,C01306,2024-04-05,9201,Pending
PO210269,C07818,2024-02-24,5309,Approved
PO210270,C02545,2024-08-29,8696,Delayed
PO210271,C02112,2024-10-29,16208,Approved
PO210272,C01195,2024-09-22,17501,Approved
PO210273,C03676,2024-04-03,21091,Pending
PO210274,C08508,2024-09-26,798,Approved
PO210275,C05026,2024-07-31,8116,Pending
PO210276,C02022,2024-10-18,11128,Delayed
PO210277,C01850,2024-04-16,7149,Approved
PO210278,C06951,2024-06-14,15025,Approved
PO210279,C08727,2024-01-02,15850,Approved
PO210280,C03254,2024-10-23,10073,Approved
PO210281,C05444,2024-04-22,21321,Approved
PO210282,C00463,2024-03-17,4805,Approved
PO210283,C07083,2024-11-29,22451,Approved
PO210284,C06431,2024-03-31,22102,Approved
PO210285,C09552,2024-04-19,5620,Pending
PO210286,C02578,2024-12-24,2073,Pending
PO210287,C04146,2024-02-10,13638,Approved
PO210288,C06850,2024-07-07,913,Approved
PO210289,C05793,2024-07-10,24421,Approved
PO210290,C09014,2024-03-27,12021,Pending
PO210291,C05984,2024-05-10,3539,Approved
PO210292,C02136,2024-03-15,23431,Pending
PO210293,C03518,2024-12-28,15390,Approved
PO210294,C04104,2024-05-26,14651,Approved
PO210295,C06842,2024-05-27,15755,Approved
PO210296,C06678,2024-12-28,3240,Approved
PO210297,C06468,2024-05-26,17902,Approved
PO210298,C01610,2024-09-12,13120,Approved
PO210299,C03862,2024-12-20,11724,Pending
PO210300,C07534,2024-07-06,7793,Approved
PO210301,C08254,2024-04-12,2357,Approved
PO210302,C03565,2024-05-30,7237,Approved
PO210303,C01320,2024-10-10,11714,Approved
PO210304,C05007,2024-04-28,18190,Approved
PO210305,C02475,2024-10-13,21585,Approved
PO210306,C05674,2024-12-24,5001,Pending
PO210307,C00057,2024-10-26,23388,Approved
PO210308,C03125,2024-08-13,24781,Approved
PO210309,C03015,2024-12-30,18430,Approved
PO210310,C09172,2024-05-20,3986,Approved
PO210311,C02951,2024-03-11,7118,Pending
PO210312,C05445,2024-11-11,6994,Approved
PO210313,C02573,2024-08-30,8631,Approved
PO210314,C09357,2024-11-03,17345,Approved
PO210315,C09627,2024-10-01,17525,Approved
PO210316,C06805,2024-01-07,9480,Approved
PO210317,C04590,2024-05-23,1341,Delayed
PO210318,C06252,2024-01-22,3125,Pending
PO210319,C09371,2024-08-03,9711,Approved
PO210320,C06384,2024-07-18,5301,Approved
PO210321,C00473,2024-08-26,20005,Approved
PO210322,C03357,2024-12-25,5943,Approved
PO210323,C04432,2024-06-19,12073,Approved
PO210324,C02415,2024-09-26,8434,Approved
PO210325,C09702,2024-01-29,22636,Approved
PO210326,C05251,2024-12-12,5469,Approved
PO210327,C00515,2024-08-25,16123,Approved
PO210328,C04847,2024-12-01,12478,Delayed
PO210329,C08593,2024-03-20,8540,Approved
PO210330,C02646,2024-11-25,15930,Approved
PO210331,C09590,2024-07-19,4556,Pending
PO210332,C05062,2024-11-04,5154,Delayed
PO210333,C05101,2024-08-25,16753,Approved
PO210334,C07758,2024-07-01,7118,Approved
PO210335,C03875,2024-01-13,7325,Approved
PO210336,C04556,2024-10-25,22670,Approved
PO210337,C00935,2024-09-28,3106,Approved
PO210338,C07266,2024-01-23,10510,Approved
PO210339,C04079,2024-11-05,2155,Approved
PO210340,C03150,2024-08-24,5941,Pending
PO210341,C04575,2024-11-15,6601,Approved
PO210342,C04125,2024-10-05,10713,Approved
PO210343,C02818,2024-02-03,1046,Approved
PO210344,C02600,2024-12-03,13383,Pending
PO210345,C01211,2024-12-20,11621,Approved
PO210346,C04694,2024-08-15,9404,Pending
PO210347,C01305,2024-06-10,7100,Approved
PO210348,C09849,2024-10-09,6109,Pending
PO210349,C04476,2024-11-13,6090,Approved
PO210350,C00421,2024-12-23,13773,Approved
PO210351,C09776,2024-04-17,21929,Approved
PO210352,C01775,2024-08-10,4545,Approved
PO210353,C08910,2024-10-10,21096,Approved
PO210354,C04628,2024-12-09,5839,Approved
PO210355,C03858,2024-03-23,7801,Approved
PO210356,C05178,2024-09-03,17624,Approved
PO210357,C07784,2024-10-19,24519,Pending
PO210358,C02694,2024-10-16,8265,Delayed
PO210359,C01106,2024-05-25,7626,Approved
PO210360,C07684,2024-08-04,5107,Approved
PO210361,C05665,2024-03-16,545,Approved
PO210362,C07685,2024-05-02,17857,Approved
PO210363,C07964,2024-06-29,6691,Approved
PO210364,C03068,2024-07-24,14271,Approved
PO210365,C04123,2024-11-15,19024,Pending
PO210366,C01246,2024-12-29,3043,Delayed
PO210367,C08911,2024-09-07,13339,Delayed
PO210368,C08888,2024-05-03,15960,Approved
PO210369,C02376,2024-12-19,16263,Approved
PO210370,C09046,2024-06-01,9580,Pending
PO210371,C09090,2024-05-16,4923,Pending
PO210372,C08929,2024-08-23,10967,Pending
PO210373,C05610,2024-05-17,21432,Delayed
PO210374,C05137,2024-09-17,9802,Approved
PO210375,C05253,2024-07-05,8069,Approved
PO210376,C05100,2024-11-03,18783,Delayed
PO210377,C06088,2024-06-07,24472,Pending
PO210378,C00522,2024-04-10,7891,Approved
PO210379,C01782,2024-06-03,11914,Approved
PO210380,C03250,2024-09-28,15247,Delayed
PO210381,C01754,2024-05-25,22467,Approved
PO210382,C04917,2024-07-21,13760,Approved
PO210383,C08733,2024-04-15,14463,Approved
PO210384,C02128,2024-06-23,17205,Pending
PO210385,C02618,2024-10-26,10835,Approved
PO210386,C09224,2024-10-26,6991,Approved
PO210387,C08309,2024-03-10,16026,Approved
PO210388,C07883,2024-03-28,9942,Approved
PO210389,C09318,2024-07-03,12318,Pending
PO210390,C08844,2024-09-13,23067,Approved
PO210391,C08126,2024-05-22,9755,Pending
PO210392,C03871,2024-10-11,5519,Approved
PO210393,C02076,2024-01-01,9786,Approved
PO210394,C02546,2024-02-15,8071,Approved
PO210395,C01775,2024-06-25,3778,Approved
PO210396,C06736,2024-02-18,974,Approved
PO210397,C01682,2024-12-18,21679,Approved
PO210398,C05935,2024-04-25,4597,Approved
PO210399,C05463,2024-07-12,15206,Approved
PO210400,C08142,2024-05-07,13133,Approved
PO210401,C05455,2024-12-23,8288,Delayed
PO210402,C08946,2024-01-01,11196,Approved
PO210403,C03851,2024-06-07,13996,Pending
PO210404,C02673,2024-03-03,21154,Approved
PO210405,C09580,2024-12-01,1736,Pending
PO210406,C03808,2024-04-08,13886,Delayed
PO210407,C08108,2024-10-09,2210,Pending
PO210408,C01101,2024-12-19,2664,Pending
PO210409,C09424,2024-10-31,3334,Approved
PO210410,C00679,2024-12-02,5241,Approved
PO210411,C06441,2024-06-30,8251,Pending
PO210412,C01583,2024-03-13,762,Delayed
PO210413,C05273,2024-08-05,17683,Approved
PO210414,C03350,2024-02-08,16509,Approved
PO210415,C07991,2024-12-07,12092,Approved
PO210416,C03554,2024-09-17,12699,Pending
PO210417,C03374,2024-03-21,3670,Approved
PO210418,C07071,2024-04-17,12206,Approved
PO210419,C02455,2024-04-20,2373,Delayed
PO210420,C09601,2024-09-14,11704,Pending
PO210421,C00903,2024-12-04,9241,Delayed
PO210422,C02744,2024-11-18,23674,Approved
PO210423,C08449,2024-02-21,5417,Approved
PO210424,C02586,2024-11-07,10333,Approved
PO210425,C08453,2024-07-15,1136,Pending
PO210426,C05802,2024-04-26,7590,Approved
PO210427,C06049,2024-02-17,7665,Delayed
PO210428,C04371,2024-04-01,12395,Approved
PO210429,C00355,2024-07-05,18161,Delayed
PO210430,C04570,2024-03-30,15723,Approved
PO210431,C00252,2024-03-01,23888,Approved
PO210432,C02259,2024-01-06,13574,Approved
PO210433,C01220,2024-08-29,12854,Pending
PO210434,C02650,2024-11-25,3743,Approved
PO210435,C01286,2024-09-14,17847,Approved
PO210436,C08392,2024-07-03,9364,Approved
PO210437,C00709,2024-04-23,10839,Approved
PO210438,C05691,2024-12-15,7794,Approved
PO210439,C02880,2024-03-04,17362,Approved
PO210440,C08643,2024-02-14,4547,Approved
PO210441,C04998,2024-06-14,22502,Approved
PO210442,C08872,2024-09-30,14173,Pending
PO210443,C08929,2024-10-16,3819,Approved
PO210444,C02534,2024-12-11,1252,Approved
PO210445,C09072,2024-09-11,1221,Approved
PO210446,C02599,2024-09-21,13983,Approved
PO210447,C04594,2024-01-22,5541,Approved
PO210448,C04895,2024-02-06,10760,Approved
PO210449,C02411,2024-04-23,11298,Approved
PO210450,C09114,2024-11-08,22718,Approved
PO210451,C03709,2024-07-21,17270,Pending
PO210452,C04014,2024-08-08,16857,Approved
PO210453,C09400,2024-08-15,4194,Pending
PO210454,C03853,2024-01-16,3324,Approved
PO210455,C01643,2024-10-23,13031,Delayed
PO210456,C08070,2024-02-27,13557,Pending
PO210457,C09650,2024-04-30,18960,Delayed
PO210458,C08676,2024-09-27,8686,Approved
PO210459,C03220,2024-01-10,12413,Pending
PO210460,C07687,2024-11-23,7314,Approved
PO210461,C07446,2024-09-06,7832,Approved
PO210462,C01287,2024-05-07,6459,Approved
PO210463,C02155,2024-06-07,23851,Approved
PO210464,C06542,2024-02-19,21747,Approved
PO210465,C01641,2024-04-09,14997,Pending
PO210466,C04663,2024-06-05,7415,Approved
PO210467,C00213,2024-12-20,23559,Delayed
PO210468,C06565,2024-07-22,6890,Approved
PO210469,C08736,2024-11-29,24641,Approved
PO210470,C00199,2024-09-03,14126,Approved
PO210471,C08124,2024-03-30,15319,Approved
PO210472,C00912,2024-08-06,21430,Approved
PO210473,C01143,2024-09-11,17524,Delayed
PO210474,C08989,2024-03-08,11881,Pending
PO210475,C00534,2024-04-11,12739,Approved
PO210476,C05390,2024-02-03,1928,Approved
PO210477,C02319,2024-06-09,2234,Pending
PO210478,C07770,2024-10-01,10114,Delayed
PO210479,C05691,2024-03-04,17419,Pending
PO210480,C09740,2024-11-25,20460,Approved
PO210481,C04279,2024-02-27,17411,Approved
PO210482,C00747,2024-11-22,21002,Approved
PO210483,C08530,2024-04-28,24414,Approved
PO210484,C08616,2024-12-24,13362,Approved
PO210485,C09628,2024-11-26,18300,Approved
PO210486,C02500,2024-11-19,4376,Approved
PO210487,C09198,2024-07-06,22844,Approved
PO210488,C02978,2024-10-13,14443,Approved
PO210489,C09602,2024-10-04,9612,Approved
PO210490,C04098,2024-10-15,9644,Delayed
PO210491,C07589,2024-07-29,8204,Approved
PO210492,C08864,2024-08-07,21550,Pending
PO210493,C09877,2024-09-09,4562,Approved
PO210494,C04455,2024-02-03,11619,Delayed
PO210495,C01390,2024-08-24,4299,Approved
PO210496,C05205,2024-05-04,17692,Approved
PO210497,C09967,2024-03-06,19883,Approved
PO210498,C09291,2024-04-08,12914,Pending
PO210499,C01716,2024-04-05,3530,Pending
PO210500,C05220,2024-07-28,22966,Approved
PO210501,C07337,2024-11-11,14758,Pending
