interaction_id,customer_id,date,interaction_type,issue_category,notes
I314872,C00541,2024-11-17,Email,Service Issue,Interaction logged
I314873,C07207,2024-11-04,Meeting,Service Issue,Interaction logged
I314874,C09092,2024-06-08,Call,Billing Question,Interaction logged
I314875,C05540,2024-04-20,Email,Late Payment,Interaction logged
I314876,C03323,2024-08-09,Call,Late Payment,Interaction logged
I314877,C06231,2024-09-16,Email,Late Payment,Interaction logged
I314878,C05773,2024-08-02,Call,Service Issue,Interaction logged
I314879,C06904,2024-04-12,Meeting,Billing Question,Interaction logged
I314880,C07823,2025-03-21,Call,Service Issue,Interaction logged
I314881,C03955,2024-06-16,Call,Billing Question,Interaction logged
I314882,C03639,2024-09-03,Call,Service Issue,Interaction logged
I314883,C09499,2024-10-17,Call,PO Approval,Interaction logged
I314884,C03747,2024-02-03,Meeting,PO Approval,Interaction logged
I314885,C09144,2024-02-27,Email,Service Issue,Interaction logged
I314886,C06473,2024-12-06,Meeting,Billing Question,Interaction logged
I314887,C03496,2024-09-23,Email,Billing Question,Interaction logged
I314888,C00159,2024-11-27,Email,Late Payment,Interaction logged
I314889,C01144,2024-11-08,Call,Billing Question,Interaction logged
I314890,C02630,2025-02-03,Email,Service Issue,Interaction logged
I314891,C08143,2024-07-31,Email,Late Payment,Interaction logged
I314892,C01116,2024-08-12,Email,Late Payment,Interaction logged
I314893,C08570,2024-12-17,Call,Service Issue,Interaction logged
I314894,C04337,2024-05-07,Email,PO Approval,Interaction logged
I314895,C08118,2025-02-17,Call,Billing Question,Interaction logged
I314896,C07499,2024-02-22,Meeting,Service Issue,Interaction logged
I314897,C06603,2024-07-09,Email,Late Payment,Interaction logged
I314898,C07683,2024-10-25,Meeting,Late Payment,Interaction logged
I314899,C07052,2024-02-23,Meeting,Billing Question,Interaction logged
I314900,C01446,2025-01-22,Email,Service Issue,Interaction logged
I314901,C08195,2024-01-14,Email,PO Approval,Interaction logged
I314902,C03161,2024-10-28,Email,Late Payment,Interaction logged
I314903,C04117,2024-08-14,Meeting,Service Issue,Interaction logged
I314904,C08742,2024-07-19,Meeting,Late Payment,Interaction logged
I314905,C00950,2024-06-28,Email,Billing Question,Interaction logged
I314906,C02654,2024-03-31,Email,Late Payment,Interaction logged
I314907,C05126,2024-02-12,Email,PO Approval,Interaction logged
I314908,C07503,2024-05-10,Email,Late Payment,Interaction logged
I314909,C02492,2024-01-31,Meeting,PO Approval,Interaction logged
I314910,C08583,2024-08-02,Email,Billing Question,Interaction logged
I314911,C08566,2024-05-30,Meeting,Late Payment,Interaction logged
I314912,C02941,2024-01-05,Meeting,Service Issue,Interaction logged
I314913,C06612,2024-07-05,Meeting,PO Approval,Interaction logged
I314914,C08728,2024-11-09,Call,Service Issue,Interaction logged
I314915,C07464,2024-11-05,Meeting,Service Issue,Interaction logged
I314916,C00941,2024-10-04,Call,PO Approval,Interaction logged
I314917,C03317,2024-08-14,Email,Service Issue,Interaction logged
I314918,C09041,2024-10-19,Email,Billing Question,Interaction logged
I314919,C00428,2024-03-28,Email,Service Issue,Interaction logged
I314920,C02090,2025-01-12,Email,PO Approval,Interaction logged
I314921,C04672,2024-06-09,Call,PO Approval,Interaction logged
I314922,C06049,2024-06-19,Email,PO Approval,Interaction logged
I314923,C01992,2024-05-01,Email,Service Issue,Interaction logged
I314924,C03970,2024-12-19,Meeting,Late Payment,Interaction logged
I314925,C05566,2024-08-01,Meeting,PO Approval,Interaction logged
I314926,C03010,2024-03-24,Call,Billing Question,Interaction logged
I314927,C02650,2025-01-28,Email,PO Approval,Interaction logged
I314928,C03707,2024-05-08,Meeting,Service Issue,Interaction logged
I314929,C01667,2024-01-05,Call,Late Payment,Interaction logged
I314930,C03995,2024-11-25,Meeting,PO Approval,Interaction logged
I314931,C07652,2024-05-01,Call,PO Approval,Interaction logged
I314932,C04822,2024-02-29,Meeting,Late Payment,Interaction logged
I314933,C02283,2025-03-17,Meeting,Late Payment,Interaction logged
I314934,C03278,2024-04-23,Email,PO Approval,Interaction logged
I314935,C09914,2024-07-08,Email,Service Issue,Interaction logged
I314936,C08278,2024-08-29,Call,Late Payment,Interaction logged
I314937,C01168,2025-01-14,Meeting,Billing Question,Interaction logged
I314938,C01561,2024-09-12,Email,Late Payment,Interaction logged
I314939,C07271,2024-08-31,Call,PO Approval,Interaction logged
I314940,C05136,2024-07-19,Call,Late Payment,Interaction logged
I314941,C01415,2025-02-14,Call,Billing Question,Interaction logged
I314942,C06800,2024-10-22,Email,Service Issue,Interaction logged
I314943,C03356,2024-10-15,Call,Service Issue,Interaction logged
I314944,C07810,2024-04-22,Email,Late Payment,Interaction logged
I314945,C08756,2024-06-06,Call,PO Approval,Interaction logged
I314946,C02895,2024-08-17,Email,Late Payment,Interaction logged
I314947,C02037,2025-03-03,Meeting,PO Approval,Interaction logged
I314948,C07479,2024-12-27,Meeting,PO Approval,Interaction logged
I314949,C07951,2024-10-06,Meeting,Late Payment,Interaction logged
I314950,C07199,2024-01-15,Meeting,PO Approval,Interaction logged
I314951,C04309,2024-10-27,Email,Service Issue,Interaction logged
I314952,C09678,2024-11-30,Call,Billing Question,Interaction logged
I314953,C01625,2024-07-20,Email,Service Issue,Interaction logged
I314954,C00886,2025-02-09,Call,Service Issue,Interaction logged
I314955,C07819,2024-12-02,Email,PO Approval,Interaction logged
I314956,C00112,2024-10-13,Meeting,Service Issue,Interaction logged
I314957,C00728,2025-03-21,Email,PO Approval,Interaction logged
I314958,C00770,2025-03-25,Meeting,Service Issue,Interaction logged
I314959,C07638,2025-03-14,Email,Service Issue,Interaction logged
I314960,C03385,2024-01-17,Call,Late Payment,Interaction logged
I314961,C02077,2024-11-06,Meeting,Service Issue,Interaction logged
I314962,C04280,2024-01-22,Meeting,PO Approval,Interaction logged
I314963,C08816,2024-05-29,Call,Service Issue,Interaction logged
I314964,C02777,2024-10-26,Email,PO Approval,Interaction logged
I314965,C01606,2024-09-15,Email,PO Approval,Interaction logged
I314966,C07821,2024-07-04,Call,Service Issue,Interaction logged
I314967,C06741,2024-07-02,Call,Billing Question,Interaction logged
I314968,C04691,2024-03-01,Meeting,PO Approval,Interaction logged
I314969,C01617,2025-02-05,Meeting,PO Approval,Interaction logged
I314970,C04803,2024-04-26,Call,Billing Question,Interaction logged
I314971,C04366,2024-03-13,Call,Service Issue,Interaction logged
I314972,C02191,2024-07-26,Email,Billing Question,Interaction logged
I314973,C07658,2024-06-17,Meeting,PO Approval,Interaction logged
I314974,C09752,2025-02-09,Meeting,PO Approval,Interaction logged
I314975,C07391,2024-01-19,Email,PO Approval,Interaction logged
I314976,C06884,2024-12-20,Meeting,Service Issue,Interaction logged
I314977,C09231,2025-01-01,Email,Billing Question,Interaction logged
I314978,C05729,2024-05-14,Meeting,Billing Question,Interaction logged
I314979,C07079,2025-01-14,Call,Late Payment,Interaction logged
I314980,C04571,2024-01-01,Email,Billing Question,Interaction logged
I314981,C00896,2024-12-20,Email,Service Issue,Interaction logged
I314982,C02789,2024-04-15,Call,Late Payment,Interaction logged
I314983,C08989,2024-09-04,Call,Billing Question,Interaction logged
I314984,C01452,2025-02-03,Email,Billing Question,Interaction logged
I314985,C04098,2024-01-07,Call,PO Approval,Interaction logged
I314986,C08443,2025-03-14,Email,Service Issue,Interaction logged
I314987,C03929,2024-03-27,Call,Service Issue,Interaction logged
I314988,C03459,2024-06-29,Call,PO Approval,Interaction logged
I314989,C07170,2024-12-29,Email,PO Approval,Interaction logged
I314990,C01010,2025-03-05,Email,Late Payment,Interaction logged
I314991,C01301,2024-10-04,Meeting,Billing Question,Interaction logged
I314992,C06511,2024-12-24,Meeting,PO Approval,Interaction logged
I314993,C06614,2024-05-17,Call,Billing Question,Interaction logged
I314994,C04536,2024-01-03,Email,Late Payment,Interaction logged
I314995,C09910,2024-01-14,Call,Billing Question,Interaction logged
I314996,C09726,2025-02-01,Email,PO Approval,Interaction logged
I314997,C06886,2024-11-23,Email,Billing Question,Interaction logged
I314998,C01864,2024-03-25,Call,Billing Question,Interaction logged
I314999,C01668,2024-06-28,Meeting,Service Issue,Interaction logged
I315000,C09530,2025-02-08,Call,Billing Question,Interaction logged
I315001,C02147,2024-01-21,Email,Service Issue,Interaction logged
I315002,C07896,2024-10-27,Meeting,Service Issue,Interaction logged
I315003,C05352,2024-03-27,Meeting,PO Approval,Interaction logged
I315004,C05005,2024-02-13,Email,Billing Question,Interaction logged
I315005,C08499,2024-05-08,Email,Service Issue,Interaction logged
I315006,C01279,2025-03-10,Email,Late Payment,Interaction logged
I315007,C03877,2024-09-30,Call,Service Issue,Interaction logged
I315008,C09748,2024-05-09,Meeting,PO Approval,Interaction logged
I315009,C04664,2024-04-24,Email,Service Issue,Interaction logged
I315010,C02545,2024-08-22,Call,Service Issue,Interaction logged
I315011,C07315,2024-04-08,Email,Service Issue,Interaction logged
I315012,C02899,2025-02-22,Call,Billing Question,Interaction logged
I315013,C00276,2024-11-08,Call,PO Approval,Interaction logged
I315014,C09872,2024-02-20,Email,Late Payment,Interaction logged
I315015,C06787,2024-03-15,Meeting,PO Approval,Interaction logged
I315016,C04831,2024-01-03,Call,PO Approval,Interaction logged
I315017,C02984,2025-01-16,Email,Service Issue,Interaction logged
I315018,C08553,2024-02-25,Call,Billing Question,Interaction logged
I315019,C06601,2024-12-30,Call,Late Payment,Interaction logged
I315020,C03866,2024-05-27,Meeting,Billing Question,Interaction logged
I315021,C02847,2024-11-20,Call,PO Approval,Interaction logged
I315022,C03654,2024-05-22,Email,Billing Question,Interaction logged
I315023,C07162,2025-01-09,Email,PO Approval,Interaction logged
I315024,C04768,2025-02-18,Meeting,PO Approval,Interaction logged
I315025,C03832,2024-05-01,Meeting,Billing Question,Interaction logged
I315026,C08794,2024-05-27,Email,Service Issue,Interaction logged
I315027,C09624,2024-11-20,Meeting,Billing Question,Interaction logged
I315028,C08877,2025-03-18,Call,Service Issue,Interaction logged
I315029,C07578,2024-10-24,Email,Billing Question,Interaction logged
I315030,C05479,2024-01-01,Meeting,Service Issue,Interaction logged
I315031,C03295,2024-04-13,Email,PO Approval,Interaction logged
I315032,C06083,2024-01-08,Call,Billing Question,Interaction logged
I315033,C03704,2024-12-27,Email,Service Issue,Interaction logged
I315034,C05609,2024-10-23,Meeting,Billing Question,Interaction logged
I315035,C01466,2024-01-01,Call,Billing Question,Interaction logged
I315036,C05924,2024-06-27,Meeting,Late Payment,Interaction logged
I315037,C00801,2025-02-15,Call,Late Payment,Interaction logged
I315038,C03641,2024-08-07,Email,Billing Question,Interaction logged
I315039,C04384,2024-03-14,Meeting,PO Approval,Interaction logged
I315040,C09632,2024-02-10,Call,Late Payment,Interaction logged
I315041,C00978,2024-05-27,Meeting,PO Approval,Interaction logged
I315042,C06996,2024-01-17,Email,Service Issue,Interaction logged
I315043,C08488,2024-02-20,Meeting,PO Approval,Interaction logged
I315044,C05922,2024-08-21,Meeting,Billing Question,Interaction logged
I315045,C05824,2024-08-10,Call,Billing Question,Interaction logged
I315046,C03108,2024-08-16,Meeting,Late Payment,Interaction logged
I315047,C08641,2024-07-21,Email,Billing Question,Interaction logged
I315048,C05614,2024-12-11,Call,Service Issue,Interaction logged
I315049,C01981,2024-02-11,Email,Late Payment,Interaction logged
I315050,C03845,2024-03-23,Call,PO Approval,Interaction logged
I315051,C00878,2024-07-16,Email,PO Approval,Interaction logged
I315052,C08384,2025-02-26,Email,Service Issue,Interaction logged
I315053,C00805,2025-02-17,Email,Billing Question,Interaction logged
I315054,C09024,2024-12-18,Meeting,Service Issue,Interaction logged
I315055,C08963,2024-03-25,Email,PO Approval,Interaction logged
I315056,C09859,2024-06-01,Meeting,PO Approval,Interaction logged
I315057,C07639,2024-11-18,Email,PO Approval,Interaction logged
I315058,C00172,2024-12-25,Meeting,PO Approval,Interaction logged
I315059,C03148,2024-11-18,Meeting,Billing Question,Interaction logged
I315060,C04352,2025-02-10,Call,Service Issue,Interaction logged
I315061,C03828,2024-04-04,Email,Service Issue,Interaction logged
I315062,C07755,2024-04-09,Email,Service Issue,Interaction logged
I315063,C02911,2024-06-25,Email,PO Approval,Interaction logged
I315064,C00335,2024-08-21,Meeting,Late Payment,Interaction logged
I315065,C01629,2024-05-08,Meeting,Service Issue,Interaction logged
I315066,C00498,2024-09-20,Email,Billing Question,Interaction logged
I315067,C04722,2025-01-04,Email,Billing Question,Interaction logged
I315068,C08048,2024-04-15,Email,Late Payment,Interaction logged
I315069,C07568,2024-12-30,Email,Billing Question,Interaction logged
I315070,C06161,2024-01-26,Call,Late Payment,Interaction logged
I315071,C03799,2024-07-24,Call,Billing Question,Interaction logged
I315072,C04004,2024-06-24,Meeting,Billing Question,Interaction logged
I315073,C08275,2024-10-02,Call,PO Approval,Interaction logged
I315074,C01161,2024-01-24,Call,Billing Question,Interaction logged
I315075,C05351,2025-03-24,Meeting,Billing Question,Interaction logged
I315076,C07379,2025-03-19,Email,PO Approval,Interaction logged
I315077,C07835,2024-01-18,Email,PO Approval,Interaction logged
I315078,C04110,2024-01-11,Call,Late Payment,Interaction logged
I315079,C00169,2024-07-19,Meeting,PO Approval,Interaction logged
I315080,C03441,2024-07-19,Email,Late Payment,Interaction logged
I315081,C07609,2025-02-27,Meeting,Billing Question,Interaction logged
I315082,C05000,2024-01-30,Email,Service Issue,Interaction logged
I315083,C04784,2025-01-23,Call,PO Approval,Interaction logged
I315084,C01388,2024-09-04,Meeting,Late Payment,Interaction logged
I315085,C05042,2024-03-15,Call,PO Approval,Interaction logged
I315086,C03956,2025-01-12,Call,Late Payment,Interaction logged
I315087,C08528,2024-11-01,Meeting,Service Issue,Interaction logged
I315088,C03529,2024-01-23,Email,Billing Question,Interaction logged
I315089,C03847,2024-05-19,Email,Service Issue,Interaction logged
I315090,C08666,2025-02-08,Call,Late Payment,Interaction logged
I315091,C05211,2024-05-05,Email,Billing Question,Interaction logged
I315092,C08115,2024-02-27,Meeting,Service Issue,Interaction logged
I315093,C07352,2024-10-30,Meeting,Service Issue,Interaction logged
I315094,C07565,2024-06-04,Call,Billing Question,Interaction logged
I315095,C08223,2024-06-07,Email,Service Issue,Interaction logged
I315096,C02659,2024-10-12,Email,Late Payment,Interaction logged
I315097,C01684,2024-05-03,Call,Late Payment,Interaction logged
I315098,C08046,2025-03-19,Meeting,PO Approval,Interaction logged
I315099,C04521,2024-03-02,Meeting,Billing Question,Interaction logged
I315100,C08649,2024-10-22,Meeting,Billing Question,Interaction logged
I315101,C06215,2024-01-19,Email,Service Issue,Interaction logged
I315102,C03855,2024-11-20,Meeting,Late Payment,Interaction logged
I315103,C03121,2024-02-13,Meeting,PO Approval,Interaction logged
I315104,C07528,2024-01-02,Email,Late Payment,Interaction logged
I315105,C08958,2024-05-07,Meeting,Service Issue,Interaction logged
I315106,C07839,2024-06-10,Meeting,Service Issue,Interaction logged
I315107,C06346,2024-12-07,Email,Service Issue,Interaction logged
I315108,C06368,2024-01-27,Call,Late Payment,Interaction logged
I315109,C02169,2025-02-14,Call,Service Issue,Interaction logged
I315110,C00872,2024-08-08,Call,Service Issue,Interaction logged
I315111,C07982,2025-03-25,Email,PO Approval,Interaction logged
I315112,C02522,2024-04-19,Email,Late Payment,Interaction logged
I315113,C03616,2024-08-30,Email,PO Approval,Interaction logged
I315114,C03100,2024-03-09,Meeting,Billing Question,Interaction logged
I315115,C05359,2025-02-12,Meeting,Service Issue,Interaction logged
I315116,C06963,2024-04-08,Meeting,Late Payment,Interaction logged
I315117,C06818,2025-01-09,Email,PO Approval,Interaction logged
I315118,C01881,2024-04-10,Call,Late Payment,Interaction logged
I315119,C02992,2024-03-21,Meeting,Service Issue,Interaction logged
I315120,C08941,2024-08-08,Call,Billing Question,Interaction logged
I315121,C03419,2024-05-25,Email,Late Payment,Interaction logged
I315122,C08568,2024-03-22,Email,Late Payment,Interaction logged
I315123,C02098,2025-03-25,Meeting,Late Payment,Interaction logged
I315124,C05373,2025-03-25,Email,Late Payment,Interaction logged
I315125,C03804,2024-03-20,Email,PO Approval,Interaction logged
I315126,C00190,2024-12-04,Email,PO Approval,Interaction logged
I315127,C01721,2024-09-09,Email,Late Payment,Interaction logged
I315128,C06974,2024-06-30,Meeting,PO Approval,Interaction logged
I315129,C02338,2024-08-25,Meeting,Billing Question,Interaction logged
I315130,C05158,2025-02-02,Meeting,Service Issue,Interaction logged
I315131,C08554,2025-02-09,Call,Late Payment,Interaction logged
I315132,C09271,2025-02-16,Call,Late Payment,Interaction logged
I315133,C04252,2025-01-28,Email,Late Payment,Interaction logged
I315134,C00845,2025-01-20,Email,PO Approval,Interaction logged
I315135,C04433,2024-12-23,Email,Billing Question,Interaction logged
I315136,C05979,2024-12-06,Email,Service Issue,Interaction logged
I315137,C05587,2024-05-26,Meeting,Late Payment,Interaction logged
I315138,C02796,2024-08-20,Call,Service Issue,Interaction logged
I315139,C07968,2024-02-04,Meeting,Billing Question,Interaction logged
I315140,C03576,2024-08-08,Email,PO Approval,Interaction logged
I315141,C08981,2024-09-07,Email,Service Issue,Interaction logged
I315142,C06893,2024-02-29,Email,PO Approval,Interaction logged
I315143,C04384,2025-02-26,Call,PO Approval,Interaction logged
I315144,C03604,2024-02-10,Email,PO Approval,Interaction logged
I315145,C03089,2024-05-04,Email,Late Payment,Interaction logged
I315146,C00716,2024-07-18,Meeting,Service Issue,Interaction logged
I315147,C01714,2024-11-28,Email,PO Approval,Interaction logged
I315148,C04704,2024-02-03,Meeting,PO Approval,Interaction logged
I315149,C09275,2025-01-22,Meeting,Billing Question,Interaction logged
I315150,C00456,2025-01-30,Call,Service Issue,Interaction logged
I315151,C03298,2024-08-05,Email,Late Payment,Interaction logged
I315152,C08228,2025-01-08,Call,Service Issue,Interaction logged
I315153,C03827,2024-05-30,Call,Late Payment,Interaction logged
I315154,C04307,2025-01-24,Email,Service Issue,Interaction logged
I315155,C03549,2024-10-24,Email,Late Payment,Interaction logged
I315156,C09373,2024-11-30,Email,PO Approval,Interaction logged
I315157,C01258,2024-11-08,Email,Billing Question,Interaction logged
I315158,C00478,2025-01-22,Call,PO Approval,Interaction logged
I315159,C06173,2024-12-03,Email,PO Approval,Interaction logged
I315160,C04350,2024-09-01,Meeting,Billing Question,Interaction logged
I315161,C02503,2024-03-06,Call,Billing Question,Interaction logged
I315162,C00729,2025-02-23,Call,Late Payment,Interaction logged
I315163,C05605,2024-03-07,Meeting,Late Payment,Interaction logged
I315164,C06592,2024-11-24,Meeting,Late Payment,Interaction logged
I315165,C00569,2024-06-09,Meeting,PO Approval,Interaction logged
I315166,C04609,2024-05-01,Call,PO Approval,Interaction logged
I315167,C09679,2024-10-29,Email,Service Issue,Interaction logged
I315168,C08059,2024-12-26,Call,Late Payment,Interaction logged
I315169,C07647,2024-06-10,Call,Billing Question,Interaction logged
I315170,C01975,2024-02-24,Call,Late Payment,Interaction logged
I315171,C02204,2024-09-17,Call,Billing Question,Interaction logged
I315172,C03256,2024-10-31,Call,Billing Question,Interaction logged
I315173,C05866,2024-10-24,Email,Billing Question,Interaction logged
I315174,C03705,2024-03-27,Meeting,Service Issue,Interaction logged
I315175,C00802,2024-11-28,Email,Late Payment,Interaction logged
I315176,C09700,2025-01-09,Meeting,Service Issue,Interaction logged
I315177,C06085,2024-11-03,Meeting,PO Approval,Interaction logged
I315178,C06573,2024-03-18,Call,Late Payment,Interaction logged
I315179,C04994,2024-12-10,Call,Billing Question,Interaction logged
I315180,C08235,2024-07-14,Email,Service Issue,Interaction logged
I315181,C03186,2024-10-14,Call,Late Payment,Interaction logged
I315182,C09858,2024-09-09,Email,Service Issue,Interaction logged
I315183,C05777,2025-01-01,Email,PO Approval,Interaction logged
I315184,C01309,2024-06-08,Call,Late Payment,Interaction logged
I315185,C09338,2025-01-26,Meeting,Billing Question,Interaction logged
I315186,C00261,2024-10-27,Email,PO Approval,Interaction logged
I315187,C06660,2024-08-13,Call,Late Payment,Interaction logged
I315188,C08982,2024-12-28,Call,Billing Question,Interaction logged
I315189,C06373,2025-01-17,Email,PO Approval,Interaction logged
I315190,C09683,2025-01-03,Call,Late Payment,Interaction logged
I315191,C04772,2025-01-30,Meeting,Billing Question,Interaction logged
I315192,C00225,2024-07-22,Email,Late Payment,Interaction logged
I315193,C05368,2024-05-01,Call,PO Approval,Interaction logged
I315194,C06684,2024-12-17,Email,Service Issue,Interaction logged
I315195,C03336,2024-03-05,Meeting,Billing Question,Interaction logged
I315196,C08891,2024-06-15,Call,Billing Question,Interaction logged
I315197,C01021,2024-06-30,Meeting,Billing Question,Interaction logged
I315198,C08994,2024-11-21,Email,PO Approval,Interaction logged
I315199,C03097,2024-06-09,Meeting,Service Issue,Interaction logged
I315200,C06082,2025-03-09,Call,Service Issue,Interaction logged
I315201,C04559,2025-02-19,Call,Billing Question,Interaction logged
I315202,C03220,2024-02-18,Email,Billing Question,Interaction logged
I315203,C06855,2024-03-19,Meeting,PO Approval,Interaction logged
I315204,C09079,2024-01-01,Email,PO Approval,Interaction logged
I315205,C00429,2024-08-22,Meeting,PO Approval,Interaction logged
I315206,C09406,2025-01-01,Email,Service Issue,Interaction logged
I315207,C03286,2024-05-23,Email,PO Approval,Interaction logged
I315208,C09403,2024-06-16,Meeting,Late Payment,Interaction logged
I315209,C07955,2024-12-20,Email,PO Approval,Interaction logged
I315210,C09192,2025-03-15,Email,PO Approval,Interaction logged
I315211,C06182,2024-12-10,Email,Service Issue,Interaction logged
I315212,C08025,2024-11-24,Email,Late Payment,Interaction logged
I315213,C09174,2024-12-10,Call,Service Issue,Interaction logged
I315214,C08902,2024-03-13,Meeting,Billing Question,Interaction logged
I315215,C05335,2024-10-06,Meeting,PO Approval,Interaction logged
I315216,C01393,2024-08-26,Email,Late Payment,Interaction logged
I315217,C07309,2024-08-15,Meeting,Billing Question,Interaction logged
I315218,C03008,2024-04-13,Email,PO Approval,Interaction logged
I315219,C00943,2024-06-23,Meeting,PO Approval,Interaction logged
I315220,C07820,2025-01-20,Email,PO Approval,Interaction logged
I315221,C00956,2024-01-19,Call,Billing Question,Interaction logged
I315222,C01606,2024-09-22,Meeting,PO Approval,Interaction logged
I315223,C09958,2024-08-20,Email,Late Payment,Interaction logged
I315224,C00593,2024-04-01,Call,PO Approval,Interaction logged
I315225,C06197,2024-01-18,Call,Billing Question,Interaction logged
I315226,C02711,2024-06-06,Call,Late Payment,Interaction logged
I315227,C09030,2024-02-27,Meeting,PO Approval,Interaction logged
I315228,C06154,2024-03-09,Email,Service Issue,Interaction logged
I315229,C05998,2024-04-09,Call,PO Approval,Interaction logged
I315230,C04073,2024-03-17,Meeting,PO Approval,Interaction logged
I315231,C03526,2024-12-22,Meeting,PO Approval,Interaction logged
I315232,C07239,2024-06-09,Call,PO Approval,Interaction logged
I315233,C01359,2024-11-22,Meeting,Service Issue,Interaction logged
I315234,C04098,2024-06-19,Meeting,Service Issue,Interaction logged
I315235,C00452,2024-10-12,Email,PO Approval,Interaction logged
I315236,C08587,2024-06-23,Meeting,Billing Question,Interaction logged
I315237,C09485,2024-03-29,Call,Service Issue,Interaction logged
I315238,C09514,2024-06-25,Call,Service Issue,Interaction logged
I315239,C08802,2024-07-23,Meeting,Late Payment,Interaction logged
I315240,C00965,2024-09-23,Call,PO Approval,Interaction logged
I315241,C01230,2024-09-23,Meeting,PO Approval,Interaction logged
I315242,C04630,2024-03-07,Email,Late Payment,Interaction logged
I315243,C03103,2024-10-21,Email,Late Payment,Interaction logged
I315244,C07033,2025-03-19,Call,Service Issue,Interaction logged
I315245,C06577,2024-01-21,Call,Late Payment,Interaction logged
I315246,C07122,2024-08-31,Call,Billing Question,Interaction logged
I315247,C06069,2024-08-07,Email,Billing Question,Interaction logged
I315248,C00189,2024-01-21,Email,PO Approval,Interaction logged
I315249,C03736,2024-12-17,Email,Service Issue,Interaction logged
I315250,C08282,2024-02-25,Meeting,Late Payment,Interaction logged
I315251,C08776,2024-05-17,Email,Billing Question,Interaction logged
I315252,C00585,2024-05-03,Call,Late Payment,Interaction logged
I315253,C06411,2024-04-25,Email,Late Payment,Interaction logged
I315254,C00598,2025-02-08,Meeting,PO Approval,Interaction logged
I315255,C08344,2024-03-29,Email,Service Issue,Interaction logged
I315256,C06441,2024-04-14,Email,Billing Question,Interaction logged
I315257,C04339,2024-10-02,Meeting,Late Payment,Interaction logged
I315258,C02146,2024-03-03,Email,Billing Question,Interaction logged
I315259,C06245,2024-07-17,Call,Service Issue,Interaction logged
I315260,C06071,2025-03-25,Meeting,Service Issue,Interaction logged
I315261,C00680,2024-09-09,Meeting,PO Approval,Interaction logged
I315262,C09375,2024-06-05,Email,Service Issue,Interaction logged
I315263,C05163,2024-08-23,Email,Billing Question,Interaction logged
I315264,C07578,2025-02-23,Meeting,PO Approval,Interaction logged
I315265,C04548,2024-03-30,Email,Late Payment,Interaction logged
I315266,C08685,2024-03-04,Email,PO Approval,Interaction logged
I315267,C09442,2024-10-18,Meeting,Billing Question,Interaction logged
I315268,C05521,2024-07-12,Call,Late Payment,Interaction logged
I315269,C03737,2024-06-15,Call,Late Payment,Interaction logged
I315270,C06740,2024-08-22,Call,Billing Question,Interaction logged
I315271,C07629,2025-02-27,Meeting,PO Approval,Interaction logged
I315272,C02611,2024-04-03,Email,Late Payment,Interaction logged
I315273,C09248,2024-03-15,Meeting,Service Issue,Interaction logged
I315274,C08278,2024-03-31,Email,Late Payment,Interaction logged
I315275,C07578,2024-01-06,Meeting,Billing Question,Interaction logged
I315276,C07904,2024-09-29,Meeting,Service Issue,Interaction logged
I315277,C08510,2024-04-22,Call,PO Approval,Interaction logged
I315278,C01658,2024-01-05,Meeting,PO Approval,Interaction logged
I315279,C01955,2024-04-18,Call,Billing Question,Interaction logged
I315280,C06957,2024-04-08,Email,Late Payment,Interaction logged
I315281,C00862,2024-07-24,Meeting,Late Payment,Interaction logged
I315282,C03326,2025-02-14,Email,Late Payment,Interaction logged
I315283,C03986,2024-04-15,Email,Service Issue,Interaction logged
I315284,C06334,2024-02-29,Call,Billing Question,Interaction logged
I315285,C03662,2024-01-14,Meeting,Late Payment,Interaction logged
I315286,C08388,2024-03-29,Meeting,PO Approval,Interaction logged
I315287,C08522,2024-07-12,Email,Late Payment,Interaction logged
I315288,C06696,2024-10-20,Email,PO Approval,Interaction logged
I315289,C07304,2025-02-12,Call,Service Issue,Interaction logged
I315290,C00001,2024-01-18,Call,Billing Question,Interaction logged
I315291,C04075,2025-03-20,Meeting,Service Issue,Interaction logged
I315292,C02678,2024-12-30,Meeting,Service Issue,Interaction logged
I315293,C05427,2025-03-09,Meeting,Late Payment,Interaction logged
I315294,C06629,2024-02-03,Email,Billing Question,Interaction logged
I315295,C05886,2024-01-25,Email,Late Payment,Interaction logged
I315296,C03393,2024-10-30,Meeting,Billing Question,Interaction logged
I315297,C05313,2024-04-30,Call,Billing Question,Interaction logged
I315298,C02215,2024-02-10,Meeting,Service Issue,Interaction logged
I315299,C07313,2025-02-19,Meeting,Billing Question,Interaction logged
I315300,C03830,2025-03-02,Call,PO Approval,Interaction logged
I315301,C03823,2024-12-12,Email,Service Issue,Interaction logged
I315302,C02087,2024-02-09,Email,Billing Question,Interaction logged
I315303,C07451,2024-10-18,Meeting,PO Approval,Interaction logged
I315304,C01983,2024-11-22,Call,Billing Question,Interaction logged
I315305,C01154,2025-02-08,Call,Service Issue,Interaction logged
I315306,C03782,2024-04-12,Call,Late Payment,Interaction logged
I315307,C07473,2025-03-19,Meeting,Billing Question,Interaction logged
I315308,C04463,2024-07-17,Call,PO Approval,Interaction logged
I315309,C01767,2024-09-29,Email,Late Payment,Interaction logged
I315310,C03649,2024-08-05,Meeting,PO Approval,Interaction logged
I315311,C03839,2024-12-07,Email,Service Issue,Interaction logged
I315312,C02504,2024-01-11,Call,Billing Question,Interaction logged
